"Message ID";"Date";"Auteur";"Detecteur";"Run";"Faisceau";"Energie";"Seuil0";"Seuil1";"Evenements";"Absorbeur";"HV";"Gaz";"PositionX";"OK";"Text"
25196;Sat  29 Sep 2018 09:24:26 +0200;"SPS_ZOZO10_2018";;"743864";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_257 
continuation"
25195;Sat  29 Sep 2018 09:10:48 +0200;"SPS_ZOZO10_2018";;"743863";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_257 
muon scan (260, 176, 231)"
25194;Sat  29 Sep 2018 08:37:09 +0200;"SPS_ZOZO10_2018";;"743862";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_256 
continuation"
25193;Sat  29 Sep 2018 08:11:58 +0200;"SPS_ZOZO10_2018";;"743861";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_256 
continuation"
25192;Sat  29 Sep 2018 08:07:34 +0200;"SPS_ZOZO10_2018";;"743860";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_256 
continuation"
25191;Sat  29 Sep 2018 07:59:48 +0200;"SPS_ZOZO10_2018";;"743859";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_256 
muon scan (280, 192, 248)"
25190;Sat  29 Sep 2018 07:26:51 +0200;"SPS_ZOZO10_2018";;"743858";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_255 
continuation "
25189;Sat  29 Sep 2018 07:22:10 +0200;"SPS_ZOZO10_2018";;"743857";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_255 
continuation"
25188;Sat  29 Sep 2018 07:18:15 +0200;"SPS_ZOZO10_2018";;"743856";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_255 
continuation"
25187;Sat  29 Sep 2018 07:14:50 +0200;"SPS_ZOZO10_2018";;"743855";;;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;"Bad data";"DB=Dome_42chambres_Reference_v4_255 "
25186;Sat  29 Sep 2018 07:09:15 +0200;"SPS_ZOZO10_2018";;"743854";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_255 
muon scan (300,211,267)"
25185;Sat  29 Sep 2018 07:01:35 +0200;"SPS_ZOZO10_2018";;"743853";;;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_254 
continuation"
25184;Sat  29 Sep 2018 06:59:08 +0200;"SPS_ZOZO10_2018";;"743852";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_254 "
25183;Sat  29 Sep 2018 06:52:41 +0200;"SPS_ZOZO10_2018";;"743851";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_254
continuation"
25182;Sat  29 Sep 2018 06:44:19 +0200;"SPS_ZOZO10_2018";;"743850";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_254 
continuation"
25181;Sat  29 Sep 2018 06:34:35 +0200;"SPS_ZOZO10_2018";;"743849";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_254 
continuation"
25180;Sat  29 Sep 2018 06:27:12 +0200;"SPS_ZOZO10_2018";;"743848";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_254 
continuation"
25179;Sat  29 Sep 2018 06:20:07 +0200;"SPS_ZOZO10_2018";;"743847";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_254 
muon scan (320,233,288)"
25178;Sat  29 Sep 2018 06:10:59 +0200;"SPS_ZOZO10_2018";;"743846";"Muons";;"YEEEE";"EEEES";"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25177;Sat  29 Sep 2018 06:07:57 +0200;"SPS_ZOZO10_2018";;"743845";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 "
25176;Sat  29 Sep 2018 06:04:50 +0200;"SPS_ZOZO10_2018";;"743844";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 "
25175;Sat  29 Sep 2018 06:02:18 +0200;"SPS_ZOZO10_2018";;"743843";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 "
25174;Sat  29 Sep 2018 05:59:39 +0200;"SPS_ZOZO10_2018";;"743842";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 

FUCK FUCK FUCK"
25173;Sat  29 Sep 2018 05:56:02 +0200;"SPS_ZOZO10_2018";;"743841";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 "
25172;Sat  29 Sep 2018 05:52:02 +0200;"SPS_ZOZO10_2018";;"743840";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 

xdgfwsdrb wsrfw  d wgt w5df4g6x 4r1 32x1df35g47 xrtyx ghwet -q '""ycfgbvy"
25171;Sat  29 Sep 2018 05:48:51 +0200;"SPS_ZOZO10_2018";;"743839";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 "
25170;Sat  29 Sep 2018 05:44:38 +0200;"SPS_ZOZO10_2018";;"743838";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25169;Sat  29 Sep 2018 05:40:28 +0200;"SPS_ZOZO10_2018";;"743837";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25168;Sat  29 Sep 2018 05:35:43 +0200;"SPS_ZOZO10_2018";;"743836";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25167;Sat  29 Sep 2018 05:31:07 +0200;"SPS_ZOZO10_2018";;"743835";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25166;Sat  29 Sep 2018 05:27:57 +0200;"SPS_ZOZO10_2018";;"743834";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25165;Sat  29 Sep 2018 05:23:14 +0200;"SPS_ZOZO10_2018";;"743833";"Muons";;;;"started";;;"SF6 2% - CO2 2.6% - TFE 95.4%";;;"DB=Dome_42chambres_Reference_v4_253 

continuation"
25164;Sat  29 Sep 2018 05:20:35 +0200;"SPS_ZOZO10_2018";;"743832";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_253 

this one is 7 triggers we can skip"
25163;Sat  29 Sep 2018 05:08:43 +0200;"SPS_ZOZO10_2018";;"743831";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_253 

muon scan (340 , 260 , 313)"
25162;Sat  29 Sep 2018 04:42:36 +0200;"SPS_ZOZO10_2018";;"743830";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_252 

muon scan (360 , 292 , 340)"
25161;Sat  29 Sep 2018 04:29:26 +0200;"SPS_ZOZO10_2018";;"743829";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_251 

continuation"
25160;Sat  29 Sep 2018 04:24:07 +0200;"SPS_ZOZO10_2018";;"743828";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_251 

continuation"
25159;Sat  29 Sep 2018 04:06:13 +0200;"SPS_ZOZO10_2018";;"743827";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_251 

muon scan (380 , 330 , 371)"
25158;Sat  29 Sep 2018 03:36:19 +0200;"SPS_ZOZO10_2018";;"743826";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_250 

muon scan (400 , 376 , 405)"
25157;Sat  29 Sep 2018 03:08:39 +0200;"SPS_ZOZO10_2018";;"743825";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_249 

muon scan run (420 , 431 , 445)"
25156;Sat  29 Sep 2018 02:49:51 +0200;"SPS_ZOZO10_2018";;"743824";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_248 "
25155;Sat  29 Sep 2018 02:46:14 +0200;"SPS_ZOZO10_2018";;"743823";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_248 

SHIT"
25154;Sat  29 Sep 2018 02:44:53 +0200;"SPS_ZOZO10_2018";;"743823";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_248 

continuation"
25153;Sat  29 Sep 2018 02:32:28 +0200;"SPS_ZOZO10_2018";;"743823";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_248 

muon scan run (440,498,489) continuation of previous run"
25152;Sat  29 Sep 2018 02:06:11 +0200;"SPS_ZOZO10_2018";;"743822";"Muons";;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_248 

muon scan run (440,498,489)"
25151;Sat  29 Sep 2018 00:42:01 +0200;"SPS_ZOZO10_2018";;"743821";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_246 

muon test run"
25150;Sat  29 Sep 2018 00:30:25 +0200;"SPS_ZOZO10_2018";;"743820";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_246 "
25149;Sat  29 Sep 2018 00:20:13 +0200;"SPS_ZOZO10_2018";;"743819";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_246 

DIF110 stopped taking data after 75triggers

muon test run"
25148;Fri  28 Sep 2018 23:49:14 +0200;"SPS_ZOZO10_2018";;"743818";;;;;"started";;;;;"Bad data";"DB=Dome_42chambres_Reference_v4_246 "
25147;Fri  28 Sep 2018 22:52:36 +0200;"SPS_ZOZO10_2018";;"743817";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_245 

muon test run"
25146;Fri  28 Sep 2018 20:21:07 +0200;"SPS_ZOZO10_2018";;"743816";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 

DIF 110 stopped taking data after 110triggers"
25145;Fri  28 Sep 2018 20:14:26 +0200;"Pingault Antoine";;"Update";;;;;;;;;;;"<p>We took out slot2 in the afternoon.</p>

<p>It appears there is a short somewhere on the lft slab: using a standalone LV power supply we see a Voltage drop from 6-&gt;4V when we power on the left dif. No Vdrop appears if DIF-ASU unplugged</p>

<p>GAS: Recyling system is up and running with a total gas flow of 30l/h, system is not bubbling. We found and fixed a gas leak yesterday evening, we consumed about 8kg of gas during the day, there is 4kg left in the bottle but decided to switch bottle in order not to go out of gas overnight. After the gas leak we use about 2kg of gas in 8h.</p>

<p>&nbsp;</p>

<p>To be continued...we go for lunch</p>

<p>&nbsp;</p>"
25143;Fri  28 Sep 2018 19:16:54 +0200;"SPS_ZOZO10_2018";;"743814";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25142;Fri  28 Sep 2018 18:37:29 +0200;"SPS_ZOZO10_2018";;"743813";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25141;Fri  28 Sep 2018 14:19:38 +0200;"SPS_ZOZO10_2018";;"743812";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25140;Fri  28 Sep 2018 14:15:25 +0200;"SPS_ZOZO10_2018";;"743811";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25139;Fri  28 Sep 2018 14:11:44 +0200;"SPS_ZOZO10_2018";;"743810";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25138;Fri  28 Sep 2018 14:09:11 +0200;"SPS_ZOZO10_2018";;"743809";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25137;Fri  28 Sep 2018 14:06:30 +0200;"SPS_ZOZO10_2018";;"743808";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25136;Fri  28 Sep 2018 14:02:47 +0200;"SPS_ZOZO10_2018";;"743807";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25135;Fri  28 Sep 2018 13:56:19 +0200;"SPS_ZOZO10_2018";;"743806";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25134;Fri  28 Sep 2018 13:42:29 +0200;"SPS_ZOZO10_2018";;"743805";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_243 "
25133;Fri  28 Sep 2018 13:29:03 +0200;"SPS_ZOZO10_2018";;"743804";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25132;Fri  28 Sep 2018 13:23:54 +0200;"SPS_ZOZO10_2018";;"743803";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25131;Fri  28 Sep 2018 12:21:49 +0200;"Gerald Grenier";"m3";"Repair activities";;;;;;;;;;;"<p>Chamber 2 (3rd chamber) has a short circuit on the left PCB (lookig from upstream position). This is the part which is behind the ECAL.</p>

<p>This is not fixable by bypassing the faulty ASIC. We remove the faulty chamber and put the last one (slot 37) at its slot (slot 2)</p>

<p>&nbsp;</p>"
25130;Fri  28 Sep 2018 09:05:16 +0200;"gerald";"m3";"743802";"Muons";;"250 500 500";;"Few to test";;"6.9";"3 % SF6 5% CO2 92% TFE";"Center Middle behind ECAL 24X0";;"DB=Dome_42chambres_Reference_v4_244 

NB chamber 35 at 3kV, high current.
First test of small run with muons."
25129;Thu  27 Sep 2018 17:44:07 +0200;"SPS_ZOZO10_2018";;"743801";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25128;Thu  27 Sep 2018 15:04:12 +0200;"Coco l'asticot";;"743798";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 C'est pas encore aujourd'hui qu'on av voir des traces"
25127;Thu  27 Sep 2018 14:59:05 +0200;"Coco l'asticot";;"743797";;;;;"started";;;;;;"DB=Dome_42chambres_Reference_v4_244 "
25126;Thu  27 Sep 2018 14:49:44 +0200;"Coco l'asticot";;"100001";;;;;"started";;;;;;"DAQ Name= UNTEST "
25125;Thu  27 Sep 2018 14:48:44 +0200;"SPS_12_2014";;"100000";;;;;"started";;;;;;"DAQ Name= UNTEST "
